 Veh 1 color, Veh 1 distance, Veh 1 speed,Veh 1 stop, Veh 1 step, Veh 1 deviation, Veh 1 integral, Veh 1 derivative,Veh 2 color,Veh 2  distance,Veh 2  speed,Veh 2 stop,Veh 2  step,Veh 2  deviation,Veh 2  integral,Veh 2  derivative,Veh 2  frontID,Veh 2  frontTime,Veh 2  frontStep,Veh 2  frontSpeed,Veh 2  frontDistance,Veh 3 color,Veh 3 distance,Veh 3 speed,Veh 3 stop,Veh 3 step,Veh 3 deviation,Veh 3 integral,Veh 3 derivative,Veh 3 frontID,Veh 3 frontTime,Veh 3 frontStep,Veh 3 frontSpeed,Veh 3 frontDistance
37,496,80,0,2,-0.5,0,-4,46,357,153.9305422,0,2,6,0,-32,1,160541,2,88,506,45,328,90,0,0,7.5,0,-16,2,223881,0,99.22499847,452
11,483,80,0,2,-26.5,-26.5,-26,6,326,90,0,2,-34,0,-40,1,160711,2,87,496,61,329,94.5,0,0,23.5,23.5,16,2,224146,0,109.3955612,425
14,473,80,0,2,-23.5,-50,3,5,321,90,0,2,-35,-35,-1,1,160852,2,80,483,69,355,99.225,0,0,31.5,55,8,2,224285,0,114.8653412,433
43,452,80,0,2,5.5,0,29,35,321,90,0,2,-5,0,30,1,161001,2,80,473,66,355,104.18625,0,0,28.5,83.5,-3,2,224583,0,126.6390381,403
68,437,80,0,2,30.5,30.5,25,68,326,90,0,2,28,0,33,1,161291,2,80,452,29,355,109.3955625,0,0,-8.5,0,-37,2,224733,0,132.970993,384
25,429,80,0,2,-12.5,0,-43,58,321,90,0,2,18,18,-10,1,161291,2,80,437,57,355,114.8653406,0,0,19.5,0,28,2,224886,0,139.6195374,456
5,420,80,1,2,-12.5,0,-43,11,340,94.5,0,2,-29,0,-47,1,161447,2,80,429,61,370,120.6086077,0,0,23.5,23.5,4,2,225182,0,146.6005096,397
23,399,80,1,2,-12.5,0,-43,8,334,99.225,0,2,-32,-32,-3,1,161736,2,80,399,59,364,126.639038,0,0,21.5,45,-2,2,225321,0,161.6270752,366
48,397,80,1,2,-12.5,0,-43,48,304,90,0,2,8,0,40,1,161881,2,80,397,48,376,132.9709899,0,0,10.5,55.5,-11,2,225621,0,165,338
52,393,80,1,2,-12.5,0,-43,69,321,90,0,2,29,29,21,1,162047,2,80,393,30,355,139.6195394,0,0,-7.5,0,-18,2,225775,0,90,340
52,397,80,1,2,-12.5,0,-43,73,303,90,0,2,33,62,4,1,162183,2,80,397,57,376,146.6005164,0,0,19.5,0,27,2,225930,0,94.5,429
52,393,80,1,2,-12.5,0,-43,20,308,90,0,2,-20,0,-53,1,162325,2,80,393,20,349,153.9305422,0,0,-17.5,0,-37,2,226201,0,104.1862488,334
52,393,80,1,2,-12.5,0,-43,5,321,90,0,2,-35,-35,-15,1,162455,2,80,393,41,345,161.6270693,0,0,3.5,0,21,2,226361,0,90,326
52,393,80,1,2,-12.5,0,-43,6,326,90,0,2,-34,-69,1,1,162735,2,80,393,46,321,165,0,0,8.5,0,5,2,226621,0,90,340
52,393,80,0,3,14.5,0,27,48,221,90,0,2,8,0,42,1,162896,3,80,393,41,384,165,0,0,3.5,0,-5,2,226761,0,94.5,326
37,392,80,0,3,-0.5,0,-15,67,321,90,0,2,27,27,19,1,163041,3,80,392,35,302,165,0,0,-2.5,0,-6,2,227034,0,90,328
23,376,80,0,3,-14.5,-14.5,-14,68,213,90,0,2,28,55,1,1,163178,3,80,365,52,288,90,0,0,14.5,0,17,2,227199,0,90,321
5,365,80,0,3,-32.5,-47,-18,80,267,90,0,2,40,95,12,1,163329,3,80,365,45,294,90,0,0,7.5,0,-7,2,227455,0,90,321
5,365,80,0,3,-32.5,-79.5,0,78,236,90,0,2,38,133,-2,1,163486,3,80,357,19,326,94.5,0,0,-18.5,0,-26,2,227623,0,90,321
6,357,80,0,3,-31.5,-111,1,82,235,90,0,3,42,175,4,1,163630,3,80,355,53,326,99.225,0,0,15.5,0,34,2,227771,0,90,340
5,355,80,0,3,-32.5,-143.5,-1,82,278,90,0,3,42,217,0,1,163910,3,80,365,41,326,104.18625,0,0,3.5,0,-12,2,228066,0,94.5,357
5,365,80,0,3,-32.5,-32.5,0,78,229,90,0,3,38,255,-4,1,164067,3,80,365,26,282,90,0,0,-11.5,0,-15,2,228203,0,90,334
5,365,80,0,3,-32.5,-65,0,69,213,90,0,3,29,284,-9,1,164227,3,80,1393,46,276,90,0,0,8.5,0,20,2,228374,0,94.5,349
4,1672,80,0,3,-33.5,-98.5,-1,57,217,90,0,3,17,301,-12,1,164376,3,80,1393,39,326,94.5,0,0,1.5,0,-7,2,228662,0,99.22499847,329
5,1393,80,0,3,-32.5,-131,1,28,267,90,0,3,-12,0,-29,1,164527,3,80,1353,33,289,90,0,0,-4.5,0,-6,2,228816,0,90,404
6,1353,80,0,3,-31.5,-162.5,1,11,259,90,0,3,-29,-29,-17,1,164527,3,80,1313,44,273,90,0,0,6.5,0,11,2,228966,0,94.5,329
5,1313,80,0,3,-32.5,-195,-1,5,326,90,0,3,-35,-64,-6,1,164664,3,80,1219,35,321,94.5,0,0,-2.5,0,-9,2,229104,0,90,329
13,1219,80,0,3,-24.5,-219.5,8,4,199,90,0,3,-36,-100,-1,1,164811,3,80,800,50,282,90,0,0,12.5,0,15,2,229461,0,90,365
10,800,80,0,3,-27.5,-247,-3,4,203,90,0,3,-36,-136,0,1,164960,3,80,1156,30,297,90,0,0,-7.5,0,-20,2,229626,0,99.22499847,326
13,1156,80,0,3,-24.5,-271.5,3,4,243,90,0,3,-36,-172,0,1,165103,3,80,1147,43,281,90,0,0,5.5,0,13,2,229775,0,90,328
12,1147,80,0,3,-25.5,-297,-1,4,205,90,0,3,-36,-208,0,1,165248,3,80,1129,35,273,90,0,0,-2.5,0,-8,2,230054,0,94.5,365
5,1129,80,0,3,-32.5,-329.5,-7,4,304,90,0,3,-36,-244,0,1,165394,3,80,1114,41,326,94.5,0,0,3.5,0,6,2,230212,0,99.22499847,328
6,1114,80,0,3,-31.5,-361,1,4,225,90,0,3,-36,-280,0,1,165537,3,80,810,40,288,90,0,0,2.5,0,-1,2,230492,0,90,420
6,810,80,0,3,-31.5,-392.5,0,4,191,90,0,3,-36,-316,0,1,165681,3,80,1111,30,280,90,0,0,-7.5,0,-10,2,230642,0,99.22499847,326
5,1111,80,0,3,-32.5,-425,-1,4,195,90,0,3,-36,-352,0,1,165848,3,80,1525,47,326,94.5,0,0,9.5,0,17,2,230804,0,90,334
6,1525,80,0,3,-31.5,-456.5,1,4,197,90,0,3,-36,-388,0,1,165986,3,80,1521,32,326,99.225,0,0,-5.5,0,-15,2,230961,0,94.5,347
6,1521,80,0,3,-31.5,-488,0,5,203,90,0,3,-35,-423,1,1,166136,3,80,1520,34,281,90,0,0,-3.5,0,2,2,231236,0,104.1862488,425
6,1520,80,0,3,-31.5,-519.5,0,4,321,90,0,3,-36,-459,-1,1,166272,3,80,1563,52,278,90,0,0,14.5,0,18,2,231381,0,109.3955612,425
67,1563,80.5,0,0,29.5,0,61,5,190,90,0,3,-35,-494,1,1,166408,0,80.5,1615,17,321,94.5,0,0,-20.5,0,-35,2,231665,0,114.8653412,348
80,1615,81,0,0,42.5,42.5,13,14,259,90,0,3,-26,-520,9,1,166555,0,81,1227,47,321,99.225,0,0,9.5,0,30,2,231813,0,126.6390381,1324
79,1227,81.5,0,0,41.5,84,-1,6,183,90,0,3,-34,-554,-8,1,166701,0,81.5,1460,50,304,104.18625,0,0,12.5,12.5,3,2,232000,0,132.970993,902
78,1460,82,0,0,40.5,124.5,-1,5,183,90,0,3,-35,-589,-1,1,166977,0,82.5,1443,17,326,109.3955625,0,0,-20.5,0,-33,2,232172,0,139.6195374,1271
79,1443,82.5,0,0,41.5,166,1,14,179,90,0,3,-26,-615,9,1,166977,0,82.5,1020,55,326,114.8653406,0,0,17.5,0,38,2,232328,0,146.6005096,2550
80,1020,83,0,0,42.5,208.5,1,10,173,90,0,3,-30,-645,-4,1,167117,0,83,992,62,326,120.6086077,0,0,24.5,24.5,7,2,232328,0,146.6005096,2550
78,992,83.5,0,0,40.5,249,-2,5,181,90,0,3,-35,-680,-5,1,167257,0,83.5,982,5,321,126.639038,0,0,-32.5,0,-57,2,232328,0,146.6005096,2550
77,982,84,0,0,39.5,288.5,-1,5,2550,90,0,3,-35,-715,0,1,167400,0,84,963,47,326,132.9709899,0,0,9.5,0,42,2,232328,0,146.6005096,2550
77,963,84.5,0,0,39.5,328,0,5,184,90,0,3,-35,-750,0,1,167676,0,85,1351,55,303,139.6195394,0,0,17.5,17.5,8,2,232328,0,146.6005096,2550
35,972,85,0,0,-2.5,0,-42,5,164,90,0,3,-35,-785,0,1,167828,0,85.5,1236,19,303,146.6005164,0,0,-18.5,0,-36,2,232328,0,146.6005096,2550
5,1351,85.5,0,0,-32.5,-32.5,-30,5,1387,90,0,3,-35,-820,0,1,167978,0,86,931,,,,,,,,,,,,,
42,1236,86,0,0,4.5,0,37,4,1387,90,0,3,-36,-856,-1,1,168123,0,86,931,,,,,,,,,,,,,
81,931,86.5,0,0,43.5,43.5,39,5,2550,90,0,3,-35,-891,1,1,168288,0,87,1288,,,,,,,,,,,,,
78,937,87,0,0,40.5,84,-3,5,197,90,0,3,-35,-926,0,1,168446,0,87.5,1318,,,,,,,,,,,,,
38,1288,87.5,0,0,0.5,0,-40,6,2550,90,0,3,-34,-960,1,1,168608,0,88,1166,,,,,,,,,,,,,
19,1318,88,0,0,-18.5,0,-19,71,1603,94.5,0,3,31,0,65,1,168768,0,88.5,1152,,,,,,,,,,,,,
80,1166,88.5,0,0,42.5,0,61,79,1295,99.225,0,3,39,39,8,1,168920,0,89,1232,,,,,,,,,,,,,
79,1152,89,0,0,41.5,41.5,-1,79,1262,104.18625,0,3,39,78,0,1,169077,0,89.5,1761,,,,,,,,,,,,,
80,1232,89.5,0,0,42.5,84,1,71,1563,109.3955625,0,3,31,109,-8,1,169220,0,90,1701,,,,,,,,,,,,,
78,1761,90,0,0,40.5,124.5,-2,68,1680,90,0,3,28,137,-3,1,169381,0,90.5,1690,,,,,,,,,,,,,
71,1701,90.5,0,0,33.5,158,-7,67,217,90,0,3,27,164,-1,1,169548,0,90.5,1690,,,,,,,,,,,,,
16,1690,91,0,0,-21.5,0,-55,70,1505,90,0,0,30,194,3,1,169697,0,91.5,1654,,,,,,,,,,,,,
41,1665,91.5,0,0,3.5,0,25,70,173,90,0,0,30,224,0,1,169849,0,92,2550,,,,,,,,,,,,,
79,1654,92,0,0,41.5,41.5,38,17,183,90,0,0,-23,0,-53,1,169987,0,92,2550,,,,,,,,,,,,,
80,2550,92.5,0,0,42.5,84,1,5,189,90,0,0,-35,-35,-12,1,169987,0,92.5,1625,,,,,,,,,,,,,
79,1625,93,0,0,41.5,125.5,-1,5,298,90,0,0,-35,-70,0,1,170157,0,93,1294,,,,,,,,,,,,,
79,1294,93.5,0,0,41.5,167,0,67,179,90,0,0,27,0,62,1,170437,0,94,1771,,,,,,,,,,,,,
77,2550,94,0,0,39.5,206.5,-2,78,207,90,0,0,38,38,11,1,170597,0,94.5,2550,,,,,,,,,,,,,
39,1771,94.5,0,0,1.5,0,-38,74,219,0,1,0,38,38,11,1,170750,0,95,1744,,,,,,,,,,,,,
11,2550,95,0,0,-26.5,0,-28,55,183,0,1,0,38,38,11,1,170917,0,95.5,2550,,,,,,,,,,,,,
88,1744,95.5,0,0,50.5,0,77,38,197,0,1,0,38,38,11,1,170917,0,95.5,2550,,,,,,,,,,,,,
78,2550,96,0,0,40.5,40.5,-10,33,197,0,1,0,38,38,11,1,171089,0,96,2550,,,,,,,,,,,,,
66,2550,96.5,0,0,28.5,69,-12,33,211,0,1,0,38,38,11,1,171240,0,96.5,2550,,,,,,,,,,,,,
54,2550,97,0,0,16.5,85.5,-12,33,221,0,1,0,38,38,11,1,171382,0,97,1551,,,,,,,,,,,,,
48,1551,97.5,0,0,10.5,96,-6,33,241,0,1,0,38,38,11,1,171521,0,97.5,2550,,,,,,,,,,,,,
41,2550,98,0,0,3.5,0,-7,33,259,0,1,0,38,38,11,1,171669,0,98,2550,,,,,,,,,,,,,
39,2550,98.5,0,0,1.5,0,-2,33,326,90,0,0,-7,0,-45,1,171839,0,98.5,2550,,,,,,,,,,,,,
70,2550,99,0,0,32.5,32.5,31,33,321,90,0,0,-7,0,0,1,171990,0,99,2550,,,,,,,,,,,,,
75,2550,99.5,0,0,37.5,70,5,52,321,90,0,0,12,0,19,1,171990,0,99,2550,,,,,,,,,,,,,
55,2550,100,0,0,17.5,87.5,-20,65,321,90,0,0,25,25,13,1,172157,0,99.5,2550,,,,,,,,,,,,,
34,2550,100.5,0,0,-3.5,0,-21,41,326,90,0,0,1,0,-24,1,172316,0,100,2550,,,,,,,,,,,,,
74,2550,101,0,0,36.5,0,40,11,321,90,0,0,-29,0,-30,1,172468,0,100.5,2550,,,,,,,,,,,,,
77,2550,101.5,0,0,39.5,39.5,3,28,347,94.5,0,0,-12,-12,17,1,172749,0,101.5,1262,,,,,,,,,,,,,
77,1262,102,0,0,39.5,79,0,75,372,99.225,0,0,35,0,47,1,172897,0,102,1262,,,,,,,,,,,,,
78,2550,102.5,0,0,40.5,119.5,1,76,1179,104.18625,0,0,36,36,1,1,172897,0,102,2550,,,,,,,,,,,,,
75,2550,103,0,0,37.5,157,-3,75,1246,109.3955625,0,0,35,71,-1,1,173059,0,102.5,2550,,,,,,,,,,,,,
44,2550,103.5,0,0,6.5,0,-31,73,347,114.8653406,0,0,33,104,-2,1,173197,0,103,2550,,,,,,,,,,,,,
43,2550,104,0,0,5.5,0,-1,70,338,90,0,0,30,134,-3,1,173330,0,103.5,2550,,,,,,,,,,,,,
78,2550,104.5,0,0,40.5,40.5,35,61,338,90,0,0,21,155,-9,1,173481,0,104,2550,,,,,,,,,,,,,
74,2550,105,0,0,36.5,77,-4,22,338,90,0,0,-18,0,-39,1,173627,0,104.5,2550,,,,,,,,,,,,,
62,2550,105.5,0,0,24.5,101.5,-12,5,349,94.5,0,0,-35,-35,-17,1,173761,0,105,2550,,,,,,,,,,,,,
64,2550,106,0,0,26.5,128,2,38,328,90,0,0,-2,0,33,1,173893,0,105.5,2550,,,,,,,,,,,,,
64,2550,106.5,0,0,26.5,154.5,0,74,340,94.5,0,0,34,0,36,1,174167,0,106.5,2550,,,,,,,,,,,,,
30,2550,107,0,0,-7.5,0,-34,72,1664,99.225,0,0,32,32,-2,1,174167,0,106.5,2550,,,,,,,,,,,,,
7,2489,107.5,0,0,-30.5,-30.5,-23,74,1662,104.18625,0,0,34,66,2,1,174308,0,107,2489,,,,,,,,,,,,,
54,2550,108,0,0,16.5,0,47,76,1627,109.3955625,0,0,36,102,2,1,174450,0,107.5,2550,,,,,,,,,,,,,
77,2550,108.5,0,0,39.5,39.5,23,79,326,90,0,0,39,141,3,1,174592,0,108,2550,,,,,,,,,,,,,
56,2550,109,0,0,18.5,58,-21,86,334,90,0,0,46,187,7,1,174737,0,108.5,2550,,,,,,,,,,,,,
5,2550,109.5,0,0,-32.5,0,-51,72,1573,90,0,0,32,219,-14,1,174880,0,109,2550,,,,,,,,,,,,,
5,2550,110,0,0,-32.5,-32.5,0,19,303,90,0,0,-21,0,-53,1,175016,0,109.5,2550,,,,,,,,,,,,,
64,2550,110.5,0,0,26.5,0,59,16,321,90,0,0,-24,-24,-3,1,175160,0,110,2550,,,,,,,,,,,,,
78,2550,111,0,0,40.5,40.5,14,6,303,90,0,0,-34,-58,-10,1,175290,0,110.5,2550,,,,,,,,,,,,,
18,2430,111.5,0,0,-19.5,0,-60,7,326,90,0,0,-33,-91,1,1,175430,0,111,2430,,,,,,,,,,,,,
5,2419,112,0,0,-32.5,-32.5,-13,63,326,90,0,0,23,0,56,1,175571,0,111.5,2419,,,,,,,,,,,,,
38,2550,112.5,0,0,0.5,0,33,77,326,90,0,0,37,37,14,1,175727,0,112,2550,,,,,,,,,,,,,
55,2550,113,0,0,17.5,17.5,17,73,2550,94.5,0,0,33,70,-4,1,175885,0,112.5,2550,,,,,,,,,,,,,
17,2334,113.5,0,0,-20.5,0,-38,73,382,99.225,0,0,33,103,0,1,176037,0,113,2334,,,,,,,,,,,,,
9,2358,114,0,0,-28.5,-28.5,-8,69,389,90,0,0,29,132,-4,1,176180,0,113.5,2358,,,,,,,,,,,,,
55,2550,114.5,0,0,17.5,0,46,51,2550,90,0,0,11,143,-18,1,176348,0,114,2550,,,,,,,,,,,,,
71,2550,115,0,0,33.5,33.5,16,30,326,90,0,0,-10,0,-21,1,176348,0,114,2550,,,,,,,,,,,,,
31,2302,115.5,0,0,-6.5,0,-40,17,391,94.5,0,0,-23,-23,-13,1,176648,0,115,2302,,,,,,,,,,,,,
5,2241,116,0,0,-32.5,-32.5,-26,62,392,99.225,0,0,22,0,45,1,176801,0,115.5,2241,,,,,,,,,,,,,
37,2305,116.5,0,0,-0.5,0,32,70,348,104.18625,0,0,30,30,8,1,176951,0,115.5,2241,,,,,,,,,,,,,
78,2550,117,0,0,40.5,0,41,73,376,109.3955625,0,0,33,63,3,1,176951,0,116,2305,,,,,,,,,,,,,
58,2241,117.5,0,0,20.5,20.5,-20,75,389,114.8653406,0,0,35,98,2,1,177248,0,116.5,2550,,,,,,,,,,,,,
6,2550,118,0,0,-31.5,0,-52,76,329,90,0,0,36,134,1,1,177390,0,117.5,2550,,,,,,,,,,,,,
8,2181,118.5,0,0,-29.5,-29.5,2,72,321,90,0,0,32,166,-4,1,177530,0,117.5,2550,,,,,,,,,,,,,
70,2342,119,0,0,32.5,0,62,70,329,90,0,0,30,196,-2,1,177678,0,118.5,2342,,,,,,,,,,,,,
71,2146,119.5,0,0,33.5,33.5,1,31,321,90,0,0,-9,0,-39,1,177819,0,119,2146,,,,,,,,,,,,,
8,2098,120,0,0,-29.5,0,-63,5,321,90,0,0,-35,-35,-26,1,177967,0,119.5,2098,,,,,,,,,,,,,
5,2064,120.5,0,0,-32.5,-32.5,-3,35,326,90,0,0,-5,0,30,1,178120,0,120,2064,,,,,,,,,,,,,
56,2045,121,0,0,18.5,0,51,65,340,94.5,0,0,25,0,30,1,178259,0,120.5,2045,,,,,,,,,,,,,
62,2037,121.5,0,0,24.5,24.5,6,65,376,99.225,0,0,25,25,0,1,178552,0,121.5,2018,,,,,,,,,,,,,
8,2018,122,0,0,-29.5,0,-54,62,374,104.18625,0,0,22,47,-3,1,178707,0,122,1984,,,,,,,,,,,,,
9,1984,122.5,0,0,-28.5,-28.5,1,59,349,109.3955625,0,0,19,66,-3,1,178858,0,122.5,1984,,,,,,,,,,,,,
63,1964,123,0,0,25.5,0,54,49,355,114.8653406,0,0,9,0,-10,1,178858,0,122.5,1964,,,,,,,,,,,,,
69,1955,123.5,0,0,31.5,31.5,6,28,376,120.6086077,0,0,-12,0,-21,1,179008,0,123,1955,,,,,,,,,,,,,
9,1934,124,0,0,-28.5,0,-60,26,385,126.639038,0,0,-14,-14,-2,1,179177,0,123.5,1934,,,,,,,,,,,,,
5,1898,124.5,0,0,-32.5,-32.5,-4,61,385,132.9709899,0,0,21,0,35,1,179317,0,124,1898,,,,,,,,,,,,,
48,1881,125,0,0,10.5,0,43,71,357,139.6195394,0,0,31,31,10,1,179461,0,124.5,1881,,,,,,,,,,,,,
69,1862,125.5,0,0,31.5,31.5,21,25,389,146.6005164,0,0,-15,0,-46,1,179597,0,125,1862,,,,,,,,,,,,,
12,1837,126,0,0,-25.5,0,-57,15,412,153.9305422,0,0,-25,-25,-10,1,179739,0,125.5,1837,,,,,,,,,,,,,
6,1816,126.5,0,0,-31.5,-31.5,-6,19,384,161.6270693,0,0,-21,-46,4,1,179899,0,126,1816,,,,,,,,,,,,,
61,1801,127,0,0,23.5,0,55,48,338,165,0,0,8,0,29,1,180040,0,126.5,1801,,,,,,,,,,,,,
76,1785,127.5,0,0,38.5,38.5,15,58,334,165,0,0,18,18,10,1,180181,0,127,1785,,,,,,,,,,,,,
21,1761,128,0,0,-16.5,0,-55,61,353,165,0,0,21,39,3,1,180329,0,127.5,1761,,,,,,,,,,,,,
6,1736,128.5,0,0,-31.5,-31.5,-15,45,328,90,0,0,5,0,-16,1,180472,0,128,1736,,,,,,,,,,,,,
26,1722,129,0,0,-11.5,-43,20,7,330,90,0,0,-33,0,-38,1,180609,0,128.5,1722,,,,,,,,,,,,,
50,1694,129.5,0,0,12.5,0,24,14,349,94.5,0,0,-26,-26,7,1,180771,0,129,1694,,,,,,,,,,,,,
34,1679,130,0,0,-3.5,0,-16,77,328,90,0,0,37,0,63,1,180913,0,129.5,1679,,,,,,,,,,,,,
20,1658,130,0,0,-17.5,-17.5,-14,81,372,94.5,0,0,41,41,4,1,181078,0,130,1658,,,,,,,,,,,,,
42,1633,130,0,0,4.5,0,22,43,330,90,0,0,3,0,-38,1,181348,0,130,1633,,,,,,,,,,,,,
64,1623,130,0,0,26.5,26.5,22,5,349,94.5,0,0,-35,0,-38,1,181348,0,130,1623,,,,,,,,,,,,,
36,1587,130,0,0,-1.5,0,-28,5,370,99.225,0,0,-35,-35,0,1,181503,0,130,1587,,,,,,,,,,,,,
7,1577,130,0,0,-30.5,-30.5,-29,38,372,104.18625,0,0,-2,0,33,1,181647,0,130,1577,,,,,,,,,,,,,
43,1558,130,0,0,5.5,0,36,68,372,109.3955625,0,0,28,0,30,1,181789,0,130,1558,,,,,,,,,,,,,
70,1543,130,0,0,32.5,32.5,27,68,401,114.8653406,0,0,28,28,0,1,181957,0,130,1543,,,,,,,,,,,,,
29,1519,130,0,0,-8.5,0,-41,28,391,120.6086077,0,0,-12,0,-40,1,182092,0,130,1519,,,,,,,,,,,,,
6,1499,130,0,0,-31.5,-31.5,-23,10,393,126.639038,0,0,-30,-30,-18,1,182230,0,130,1499,,,,,,,,,,,,,
49,1480,130,0,0,11.5,0,43,45,381,132.9709899,0,0,5,0,35,1,182384,0,130,1480,,,,,,,,,,,,,
67,1460,130,0,0,29.5,29.5,18,76,385,139.6195394,0,0,36,36,31,1,182536,0,130,1460,,,,,,,,,,,,,
24,1438,130,0,0,-13.5,0,-43,72,428,146.6005164,0,0,32,68,-4,1,182679,0,130,1438,,,,,,,,,,,,,
15,1420,130,0,0,-22.5,-22.5,-9,12,393,153.9305422,0,0,-28,0,-60,1,182859,0,130,1438,,,,,,,,,,,,,
63,1397,130,0,0,25.5,0,48,10,393,161.6270693,0,0,-30,-30,-2,1,183010,0,130,1397,,,,,,,,,,,,,
75,1379,130,0,0,37.5,37.5,12,5,365,165,0,0,-35,-65,-5,1,183010,0,130,1397,,,,,,,,,,,,,
12,1362,130,0,0,-25.5,0,-63,22,454,165,0,0,-18,-83,17,1,183178,0,130,1379,,,,,,,,,,,,,
6,1362,130,0,0,-31.5,-31.5,-6,73,383,165,0,0,33,0,51,1,183330,0,130,1362,,,,,,,,,,,,,
74,1362,130,0,0,36.5,0,68,74,393,165,0,0,34,34,1,1,183478,0,130,1362,,,,,,,,,,,,,
78,1362,130,0,0,40.5,40.5,4,63,349,165,0,0,23,57,-11,1,183631,0,130,1362,,,,,,,,,,,,,
76,1362,130,0,0,38.5,79,-2,10,353,165,0,0,-30,0,-53,1,183787,0,130,1362,,,,,,,,,,,,,
78,1362,130,0,0,40.5,119.5,2,5,362,165,0,0,-35,-35,-5,1,183938,0,130,1362,,,,,,,,,,,,,
80,1242,130,0,0,42.5,162,2,53,334,165,0,0,13,0,48,1,184080,0,130,1362,,,,,,,,,,,,,
78,1223,130,0,0,40.5,202.5,-2,68,364,165,0,0,28,28,15,1,184218,0,130,1242,,,,,,,,,,,,,
75,1206,130,0,0,37.5,240,-3,40,329,90,0,0,0,0,-28,1,184390,0,130,1223,,,,,,,,,,,,,
51,1191,130,0,0,13.5,253.5,-24,10,349,94.5,0,0,-30,-30,-30,1,184531,0,130,1206,,,,,,,,,,,,,
22,1189,130,0,0,-15.5,0,-29,19,330,90,0,0,-21,-51,9,1,184679,0,130,1191,,,,,,,,,,,,,
34,1182,130,0,0,-3.5,0,12,76,338,94.5,0,0,36,0,57,1,184823,0,130,1189,,,,,,,,,,,,,
62,1152,130,0,0,24.5,0,28,78,349,99.225,0,0,38,38,2,1,184960,0,130,1182,,,,,,,,,,,,,
82,1143,130,0,0,44.5,44.5,20,49,347,104.18625,0,0,9,0,-29,1,185110,0,130,1152,,,,,,,,,,,,,
78,1835,130,0,0,40.5,85,-4,9,338,109.3955625,0,0,-31,0,-40,1,185252,0,130,1143,,,,,,,,,,,,,
71,1808,130,0,0,33.5,118.5,-7,15,404,114.8653406,0,0,-25,-25,6,1,185421,0,130,1835,,,,,,,,,,,,,
56,1778,130,0,0,18.5,137,-15,69,365,120.6086077,0,0,29,0,54,1,185587,0,130,1808,,,,,,,,,,,,,
43,1757,130,0,0,5.5,0,-13,73,370,126.639038,0,0,33,33,4,1,185737,0,130,1778,,,,,,,,,,,,,
50,1736,130,0,0,12.5,12.5,7,34,462,132.9709899,0,0,-6,0,-39,1,185897,0,130,1757,,,,,,,,,,,,,
76,1716,130,0,0,38.5,51,26,14,365,139.6195394,0,0,-26,-26,-20,1,186047,0,130,1736,,,,,,,,,,,,,
72,1696,130,0,0,34.5,85.5,-4,46,389,146.6005164,0,0,6,0,32,1,186201,0,130,1716,,,,,,,,,,,,,
74,1676,130,0,0,36.5,122,2,69,357,153.9305422,0,0,29,29,23,1,186357,0,130,1696,,,,,,,,,,,,,
78,1656,130,0,0,40.5,162.5,4,54,416,161.6270693,0,0,14,43,-15,1,186497,0,130,1676,,,,,,,,,,,,,
72,1638,130,0,0,34.5,197,-6,6,376,165,0,0,-34,0,-48,1,186658,0,130,1656,,,,,,,,,,,,,
53,1627,130,0,0,15.5,212.5,-19,5,374,165,0,0,-35,-35,-1,1,186810,0,130,1638,,,,,,,,,,,,,
20,2550,130,0,0,-17.5,0,-33,63,404,165,0,0,23,0,58,1,186957,0,130,1627,,,,,,,,,,,,,
68,2550,130,0,0,30.5,0,48,72,404,165,0,0,32,32,9,1,187108,0,130,2550,,,,,,,,,,,,,
79,1580,130,0,0,41.5,41.5,11,55,1337,165,0,0,15,47,-17,1,187250,0,130,2550,,,,,,,,,,,,,
78,1579,130,0,0,40.5,82,-1,40,1317,165,0,0,0,0,-15,1,187391,0,130,1580,,,,,,,,,,,,,
78,1632,130,0,0,40.5,122.5,0,69,1282,165,0,0,29,29,29,1,187537,0,130,1579,,,,,,,,,,,,,
77,2550,130,0,0,39.5,162,-1,75,1271,165,0,0,35,64,6,1,187680,0,130,1632,,,,,,,,,,,,,
32,2550,130,0,0,-5.5,0,-45,77,1234,165,0,0,37,101,2,1,187822,0,130,2550,,,,,,,,,,,,,
5,2550,130,0,0,-32.5,-32.5,-27,74,349,90,0,0,34,135,-3,1,187971,0,130,2550,,,,,,,,,,,,,
52,2550,130,0,0,14.5,0,47,73,1189,90,0,0,33,168,-1,1,188107,0,130,2550,,,,,,,,,,,,,
69,2550,130,0,0,31.5,31.5,17,72,1189,90,0,0,32,200,-1,1,188257,0,130,2550,,,,,,,,,,,,,
34,2550,130,0,0,-3.5,0,-35,73,1171,90,0,0,33,233,1,1,188411,0,130,2550,,,,,,,,,,,,,
7,2550,130,0,0,-30.5,-30.5,-27,75,340,90,0,0,35,268,2,1,188560,0,130,2550,,,,,,,,,,,,,
57,2550,130,0,0,19.5,0,50,63,348,90,0,0,23,291,-12,1,188703,0,130,2550,,,,,,,,,,,,,
75,2550,130,0,0,37.5,37.5,18,5,326,90,0,0,-35,0,-58,1,188852,0,130,2550,,,,,,,,,,,,,
61,2550,130,0,0,23.5,61,-14,13,330,90,0,0,-27,-27,8,1,189002,0,130,2550,,,,,,,,,,,,,
